page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End	source	composite_key
41	3	Lower_Left	0bc5744c-5fa3-45bb-87d0-70a02068b392	11:67403366−89463830	5, 9	47.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_41_part_3.png	11	67403366	89463830	LC	0bc5744c-5fa3-45bb-87d0-70a02068b392_11_67403366_89463830
49	1	Upper_Left	0bc5744c-5fa3-45bb-87d0-70a02068b392	12:6603538−25009802	9, 13	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_49_part_1.png	12	6603538	25009802	HC	0bc5744c-5fa3-45bb-87d0-70a02068b392_12_6603538_25009802
11	2	Upper_Right	0bc5744c-5fa3-45bb-87d0-70a02068b392	14:39530849−45584134	5, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_11_part_2.png	14	39530849	45584134	D4	0bc5744c-5fa3-45bb-87d0-70a02068b392_14_39530849_45584134
41	4	Lower_Right	0bc5744c-5fa3-45bb-87d0-70a02068b392	17:31395557−80441361	6, 14	179.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_41_part_4.png	17	31395557	80441361	LC	0bc5744c-5fa3-45bb-87d0-70a02068b392_17_31395557_80441361
41	1	Upper_Left	0bc5744c-5fa3-45bb-87d0-70a02068b392	1:755344−72678036	5, 7	43.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_41_part_1.png	1	755344	72678036	LC	0bc5744c-5fa3-45bb-87d0-70a02068b392_1_755344_72678036
42	1	Upper_Left	0bc5744c-5fa3-45bb-87d0-70a02068b392	20:2672158−18490675	5, 6	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_42_part_1.png	20	2672158	18490675	LC	0bc5744c-5fa3-45bb-87d0-70a02068b392_20_2672158_18490675
41	2	Upper_Right	0bc5744c-5fa3-45bb-87d0-70a02068b392	8:22116077−140133049	4, 5	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_41_part_2.png	8	22116077	140133049	LC	0bc5744c-5fa3-45bb-87d0-70a02068b392_8_22116077_140133049
49	2	Upper_Right	0bc5744c-5fa3-45bb-87d0-70a02068b392	X:15557457−38830595	8, 18	40.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_49_part_2.png	X	15557457	38830595	HC	0bc5744c-5fa3-45bb-87d0-70a02068b392_X_15557457_38830595
93	3	Lower_Left	0c1a2e7d-e7e4-481e-a012-ef214c444497	10:56404122−134361570	7, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_93_part_3.png	10	56404122	134361570	D3	0c1a2e7d-e7e4-481e-a012-ef214c444497_10_56404122_134361570
149	1	Upper_Left	0c1a2e7d-e7e4-481e-a012-ef214c444497	18:4742587−29869159	15, 15	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_149_part_1.png	18	4742587	29869159	HC	0c1a2e7d-e7e4-481e-a012-ef214c444497_18_4742587_29869159
93	2	Upper_Right	0c1a2e7d-e7e4-481e-a012-ef214c444497	2:2471432−237349046	7, 15	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_93_part_2.png	2	2471432	237349046	D3	0c1a2e7d-e7e4-481e-a012-ef214c444497_2_2471432_237349046
148	4	Lower_Right	0c1a2e7d-e7e4-481e-a012-ef214c444497	8:59542153−123021272	11, 11	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_148_part_4.png	8	59542153	123021272	HC	0c1a2e7d-e7e4-481e-a012-ef214c444497_8_59542153_123021272
125	1	Upper_Left	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	12:61686111−128942893	8, 8	59.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_125_part_1.png	12	61686111	128942893	HC	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0_12_61686111_128942893
110	4	Lower_Right	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	19:14859949−58216996	4, 5	64.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_110_part_4.png	19	14859949	58216996	LC	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0_19_14859949_58216996
34	1	Upper_Left	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	5:1264136−27017687	3, 5	42.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_34_part_1.png	5	1264136	27017687	D4	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0_5_1264136_27017687
34	2	Upper_Right	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	7:13398832−23984708	3, 4	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_34_part_2.png	7	13398832	23984708	D4	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0_7_13398832_23984708
110	3	Lower_Left	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	9:524316−133004751	6, 8	90.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_110_part_3.png	9	524316	133004751	LC	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0_9_524316_133004751
125	2	Upper_Right	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	X:1621688−36004057	8, 16	56.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_125_part_2.png	X	1621688	36004057	HC	0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0_X_1621688_36004057
15	1	Upper_Left	0dca98b0-f43e-45b6-9a02-00092c78678c	22:30225731−42768139	7, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_15_part_1.png	22	30225731	42768139	D3	0dca98b0-f43e-45b6-9a02-00092c78678c_22_30225731_42768139
14	4	Lower_Right	0dca98b0-f43e-45b6-9a02-00092c78678c	3:4014626−181407638	8, 8	43.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_14_part_4.png	3	4014626	181407638	D3	0dca98b0-f43e-45b6-9a02-00092c78678c_3_4014626_181407638
42	2	Upper_Right	0dca98b0-f43e-45b6-9a02-00092c78678c	5:24520−120779185	6, 15	97.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_42_part_2.png	5	24520	120779185	LC	0dca98b0-f43e-45b6-9a02-00092c78678c_5_24520_120779185
49	3	Lower_Left	0dca98b0-f43e-45b6-9a02-00092c78678c	X:96927939−148453406	23, 37	37.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_49_part_3.png	X	96927939	148453406	HC	0dca98b0-f43e-45b6-9a02-00092c78678c_X_96927939_148453406
111	2	Upper_Right	0df573ee-28f0-4244-b434-09e6ca59fbf0	14:33787461−97407133	5, 10	36.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_111_part_2.png	14	33787461	97407133	LC	0df573ee-28f0-4244-b434-09e6ca59fbf0_14_33787461_97407133
125	3	Lower_Left	0df573ee-28f0-4244-b434-09e6ca59fbf0	3:84403892−164988872	9, 15	33.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_125_part_3.png	3	84403892	164988872	HC	0df573ee-28f0-4244-b434-09e6ca59fbf0_3_84403892_164988872
111	1	Upper_Left	0df573ee-28f0-4244-b434-09e6ca59fbf0	8:56923598−143961644	4, 5	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_111_part_1.png	8	56923598	143961644	LC	0df573ee-28f0-4244-b434-09e6ca59fbf0_8_56923598_143961644
11	3	Lower_Left	1174f6e4-ffbe-4e59-a000-8d861c968369	12:588242−100462941	4, 5	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_11_part_3.png	12	588242	100462941	D4	1174f6e4-ffbe-4e59-a000-8d861c968369_12_588242_100462941
43	1	Upper_Left	1174f6e4-ffbe-4e59-a000-8d861c968369	17:35714118−65191896	6, 9	81.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_43_part_1.png	17	35714118	65191896	LC	1174f6e4-ffbe-4e59-a000-8d861c968369_17_35714118_65191896
49	4	Lower_Right	1174f6e4-ffbe-4e59-a000-8d861c968369	20:2418957−62264410	10, 12	51.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_49_part_4.png	20	2418957	62264410	HC	1174f6e4-ffbe-4e59-a000-8d861c968369_20_2418957_62264410
42	3	Lower_Left	1174f6e4-ffbe-4e59-a000-8d861c968369	3:95813661−124485880	6, 10	94.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_42_part_3.png	3	95813661	124485880	LC	1174f6e4-ffbe-4e59-a000-8d861c968369_3_95813661_124485880
42	4	Lower_Right	1174f6e4-ffbe-4e59-a000-8d861c968369	6:71335682−87123000	4, 7	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_42_part_4.png	6	71335682	87123000	LC	1174f6e4-ffbe-4e59-a000-8d861c968369_6_71335682_87123000
70	2	Upper_Right	12824b2b-9c0a-4dcf-8941-34593a4e93da	1:2695318−36867510	13, 20	27.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_70_part_2.png	1	2695318	36867510	HC	12824b2b-9c0a-4dcf-8941-34593a4e93da_1_2695318_36867510
70	3	Lower_Left	12824b2b-9c0a-4dcf-8941-34593a4e93da	7:37590136−58035420	11, 12	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_70_part_3.png	7	37590136	58035420	HC	12824b2b-9c0a-4dcf-8941-34593a4e93da_7_37590136_58035420
191	2	Upper_Right	12bfd446-2ee5-4664-a492-c023d134f60f	10:11662562−50056640	5, 5	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_191_part_2.png	10	11662562	50056640	LC	12bfd446-2ee5-4664-a492-c023d134f60f_10_11662562_50056640
191	3	Lower_Left	12bfd446-2ee5-4664-a492-c023d134f60f	11:39261849−50164804	4, 4	4.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_191_part_3.png	11	39261849	50164804	LC	12bfd446-2ee5-4664-a492-c023d134f60f_11_39261849_50164804
255	4	Lower_Right	12bfd446-2ee5-4664-a492-c023d134f60f	12:49689929−126602595	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_255_part_4.png	12	49689929	126602595	HC	12bfd446-2ee5-4664-a492-c023d134f60f_12_49689929_126602595
255	3	Lower_Left	12bfd446-2ee5-4664-a492-c023d134f60f	9:434615−126676283	9, 34	54.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_255_part_3.png	9	434615	126676283	HC	12bfd446-2ee5-4664-a492-c023d134f60f_9_434615_126676283
84	3	Lower_Left	1388bba1-02ba-40df-93e5-c3d58b7bbae0	12:361015−132561817	17, 49	129.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_84_part_3.png	12	361015	132561817	HC	1388bba1-02ba-40df-93e5-c3d58b7bbae0_12_361015_132561817
84	2	Upper_Right	1388bba1-02ba-40df-93e5-c3d58b7bbae0	1:32651575−117559110	53, 53	53.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_84_part_2.png	1	32651575	117559110	HC	1388bba1-02ba-40df-93e5-c3d58b7bbae0_1_32651575_117559110
84	4	Lower_Right	1388bba1-02ba-40df-93e5-c3d58b7bbae0	21:21231971−30536463	10, 10	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_84_part_4.png	21	21231971	30536463	HC	1388bba1-02ba-40df-93e5-c3d58b7bbae0_21_21231971_30536463
245	3	Lower_Left	1404791b-86bf-4dfd-85b4-c8ff356f109c	11:33008500−79611122	13, 19	58.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_245_part_3.png	11	33008500	79611122	HC	1404791b-86bf-4dfd-85b4-c8ff356f109c_11_33008500_79611122
245	4	Lower_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	17:26903274−78531573	7, 18	37.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_245_part_4.png	17	26903274	78531573	HC	1404791b-86bf-4dfd-85b4-c8ff356f109c_17_26903274_78531573
129	4	Lower_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	19:32205724−58908289	14, 19	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_129_part_4.png	19	32205724	58908289	D3	1404791b-86bf-4dfd-85b4-c8ff356f109c_19_32205724_58908289
187	3	Lower_Left	1404791b-86bf-4dfd-85b4-c8ff356f109c	22:29353674−50585362	5, 8	73.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_187_part_3.png	22	29353674	50585362	LC	1404791b-86bf-4dfd-85b4-c8ff356f109c_22_29353674_50585362
245	2	Upper_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	6:503244−53879504	11, 29	53.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_245_part_2.png	6	503244	53879504	HC	1404791b-86bf-4dfd-85b4-c8ff356f109c_6_503244_53879504
187	2	Upper_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	7:306183−65693059	6, 10	89.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_187_part_2.png	7	306183	65693059	LC	1404791b-86bf-4dfd-85b4-c8ff356f109c_7_306183_65693059
129	3	Lower_Left	1404791b-86bf-4dfd-85b4-c8ff356f109c	8:118357384−142919752	10, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_129_part_3.png	8	118357384	142919752	D3	1404791b-86bf-4dfd-85b4-c8ff356f109c_8_118357384_142919752
140	4	Lower_Right	141	21:16368954−25156515	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_140_part_4.png	21	16368954	25156515	HC	141_21_16368954_25156515
94	2	Upper_Right	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	10:28885088−61290339	7, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_94_part_2.png	10	28885088	61290339	D3	15556b28-c6bd-455a-87b6-4b7b3e33d0e4_10_28885088_61290339
135	1	Upper_Left	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	12:280423−20208244	4, 4	29.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_135_part_1.png	12	280423	20208244	LC	15556b28-c6bd-455a-87b6-4b7b3e33d0e4_12_280423_20208244
93	4	Lower_Right	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	2:53884124−226741490	8, 10	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_93_part_4.png	2	53884124	226741490	D3	15556b28-c6bd-455a-87b6-4b7b3e33d0e4_2_53884124_226741490
43	4	Lower_Right	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	6:58165813−106822892	3, 5	34.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_43_part_4.png	6	58165813	106822892	D4	15556b28-c6bd-455a-87b6-4b7b3e33d0e4_6_58165813_106822892
94	1	Upper_Left	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	7:3562493−155393789	7, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_94_part_1.png	7	3562493	155393789	D3	15556b28-c6bd-455a-87b6-4b7b3e33d0e4_7_3562493_155393789
43	3	Lower_Left	1557183c-aedd-4df6-b98a-3654667f7b69	11:19167099−105816357	5, 9	103.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_43_part_3.png	11	19167099	105816357	LC	1557183c-aedd-4df6-b98a-3654667f7b69_11_19167099_105816357
43	4	Lower_Right	1557183c-aedd-4df6-b98a-3654667f7b69	13:49252644−68873475	6, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_43_part_4.png	13	49252644	68873475	LC	1557183c-aedd-4df6-b98a-3654667f7b69_13_49252644_68873475
15	2	Upper_Right	1557183c-aedd-4df6-b98a-3654667f7b69	14:23971383−48794055	10, 13	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_15_part_2.png	14	23971383	48794055	D3	1557183c-aedd-4df6-b98a-3654667f7b69_14_23971383_48794055
44	1	Upper_Left	1557183c-aedd-4df6-b98a-3654667f7b69	17:29145267−69232449	5, 7	324.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_44_part_1.png	17	29145267	69232449	LC	1557183c-aedd-4df6-b98a-3654667f7b69_17_29145267_69232449
43	2	Upper_Right	1557183c-aedd-4df6-b98a-3654667f7b69	4:155589998−190789670	5, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_43_part_2.png	4	155589998	190789670	LC	1557183c-aedd-4df6-b98a-3654667f7b69_4_155589998_190789670
77	1	Upper_Left	16	1:158895713−207110372	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_77_part_1.png	1	158895713	207110372	D3	16_1_158895713_207110372
77	2	Upper_Right	16	6:87781500−137889692	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_77_part_2.png	6	87781500	137889692	D3	16_6_87781500_137889692
146	3	Lower_Left	16e69011-c295-479f-b521-86e66fba498d	14:24826217−105404171	13, 13	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_146_part_3.png	14	24826217	105404171	D3	16e69011-c295-479f-b521-86e66fba498d_14_24826217_105404171
146	2	Upper_Right	16e69011-c295-479f-b521-86e66fba498d	6:30689459−162853873	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_146_part_2.png	6	30689459	162853873	D3	16e69011-c295-479f-b521-86e66fba498d_6_30689459_162853873
15	3	Lower_Left	174850b4-5ec2-462b-a890-89bd1716b3c2	1:2158692−242947867	8, 11	29.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_15_part_3.png	1	2158692	242947867	D3	174850b4-5ec2-462b-a890-89bd1716b3c2_1_2158692_242947867
15	4	Lower_Right	174850b4-5ec2-462b-a890-89bd1716b3c2	2:25587490−225396473	11, 11	46.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_15_part_4.png	2	25587490	225396473	D3	174850b4-5ec2-462b-a890-89bd1716b3c2_2_25587490_225396473
11	4	Lower_Right	174850b4-5ec2-462b-a890-89bd1716b3c2	3:3791616−188605871	5, 10	45.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_11_part_4.png	3	3791616	188605871	D4	174850b4-5ec2-462b-a890-89bd1716b3c2_3_3791616_188605871
12	1	Upper_Left	174850b4-5ec2-462b-a890-89bd1716b3c2	4:1872945−179290053	5, 21	43.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_12_part_1.png	4	1872945	179290053	D4	174850b4-5ec2-462b-a890-89bd1716b3c2_4_1872945_179290053
50	1	Upper_Left	17c1d42c-cb84-4655-a4cd-b54bae17ecaf	8:2456699−67762073	12, 22	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_50_part_1.png	8	2456699	67762073	HC	17c1d42c-cb84-4655-a4cd-b54bae17ecaf_8_2456699_67762073
21	1	Upper_Left	17dffffc-65d6-4209-9075-18a441001f0f	12:57486350−69728850	3, 6	39.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_21_part_1.png	12	57486350	69728850	D4	17dffffc-65d6-4209-9075-18a441001f0f_12_57486350_69728850
16	1	Upper_Left	18eb4dfc-556f-4bf3-a411-4780209ed1e0	6:1006535−165186446	7, 10	23.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_16_part_1.png	6	1006535	165186446	D3	18eb4dfc-556f-4bf3-a411-4780209ed1e0_6_1006535_165186446
52	1	Upper_Left	1987b453-f97d-45c7-9c89-b9a33313d645	11:9340114−77018016	7, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_52_part_1.png	11	9340114	77018016	D3	1987b453-f97d-45c7-9c89-b9a33313d645_11_9340114_77018016
105	4	Lower_Right	1987b453-f97d-45c7-9c89-b9a33313d645	14:25556654−90170623	7, 23	23.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_105_part_4.png	14	25556654	90170623	HC	1987b453-f97d-45c7-9c89-b9a33313d645_14_25556654_90170623
106	1	Upper_Left	1987b453-f97d-45c7-9c89-b9a33313d645	16:25250822−30860384	9, 14	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_106_part_1.png	16	25250822	30860384	HC	1987b453-f97d-45c7-9c89-b9a33313d645_16_25250822_30860384
52	2	Upper_Right	1987b453-f97d-45c7-9c89-b9a33313d645	17:6752376−73621734	7, 11	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_52_part_2.png	17	6752376	73621734	D3	1987b453-f97d-45c7-9c89-b9a33313d645_17_6752376_73621734
51	3	Lower_Left	1987b453-f97d-45c7-9c89-b9a33313d645	1:9273332−226103050	30, 40	46.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_51_part_3.png	1	9273332	226103050	D3	1987b453-f97d-45c7-9c89-b9a33313d645_1_9273332_226103050
92	4	Lower_Right	1987b453-f97d-45c7-9c89-b9a33313d645	20:20959449−62129528	6, 8	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_92_part_4.png	20	20959449	62129528	LC	1987b453-f97d-45c7-9c89-b9a33313d645_20_20959449_62129528
105	3	Lower_Left	1987b453-f97d-45c7-9c89-b9a33313d645	4:122039841−145149274	20, 20	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_105_part_3.png	4	122039841	145149274	HC	1987b453-f97d-45c7-9c89-b9a33313d645_4_122039841_145149274
29	3	Lower_Left	1987b453-f97d-45c7-9c89-b9a33313d645	6:5868963−162834996	5, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_29_part_3.png	6	5868963	162834996	D4	1987b453-f97d-45c7-9c89-b9a33313d645_6_5868963_162834996
51	4	Lower_Right	1987b453-f97d-45c7-9c89-b9a33313d645	9:6482278−127861801	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_51_part_4.png	9	6482278	127861801	D3	1987b453-f97d-45c7-9c89-b9a33313d645_9_6482278_127861801
52	3	Lower_Left	1987b453-f97d-45c7-9c89-b9a33313d645	X:31286763−116414502	8, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_52_part_3.png	X	31286763	116414502	D3	1987b453-f97d-45c7-9c89-b9a33313d645_X_31286763_116414502
138	2	Upper_Right	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3	10:14710620−131823830	5, 8	29.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_138_part_2.png	10	14710620	131823830	D3	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3_10_14710620_131823830
138	3	Lower_Left	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3	11:17850371−130169015	5, 7	56.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_138_part_3.png	11	17850371	130169015	D3	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3_11_17850371_130169015
138	1	Upper_Left	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3	5:85673816−175159134	7, 11	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_138_part_1.png	5	85673816	175159134	D3	1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3_5_85673816_175159134
