page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End
31	1	Upper_Left	CGP_donor_1337226	6:35204768−167887451	12, 46	89	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_31_part_1.png	6	35204768	167887451
31	2	Upper_Right	CGP_donor_1337226	10:42502102−123920853	8, 10	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_31_part_2.png	10	42502102	123920853
31	3	Lower_Left	CGP_donor_1337231	1:227864992−247779692	7, 14	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_31_part_3.png	1	227864992	247779692
31	4	Lower_Right	CGP_donor_1337231	9:73011782−140301664	7, 9	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_31_part_4.png	9	73011782	140301664
32	1	Upper_Left	CGP_donor_1337231	11:2020871−105572582	8, 8	67	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_32_part_1.png	11	2020871	105572582
32	2	Upper_Right	CGP_donor_1337231	12:34572727−133356868	10, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_32_part_2.png	12	34572727	133356868
32	3	Lower_Left	CGP_donor_1347731	7:1295015−158613922	43, 62	62	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_32_part_3.png	7	1295015	158613922
32	4	Lower_Right	CGP_donor_1347742	15:66537420−102369380	7, 7	110	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_32_part_4.png	15	66537420	102369380
33	1	Upper_Left	CGP_donor_1347751	8:30557729−121251839	11, 20	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_33_part_1.png	8	30557729	121251839
33	2	Upper_Right	CGP_donor_1347751	11:67012799−101615430	18, 38	175	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_33_part_2.png	11	67012799	101615430
33	3	Lower_Left	CGP_donor_1347751	18:20621968−77903678	11, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_33_part_3.png	18	20621968	77903678
33	4	Lower_Right	CGP_donor_1353427	4:20249209−76099019	12, 21	28	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_33_part_4.png	4	20249209	76099019
34	1	Upper_Left	CGP_donor_1353427	5:112844490−180014178	19, 23	47	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_34_part_1.png	5	112844490	180014178
34	2	Upper_Right	CGP_donor_1353427	14:41756381−106200525	26, 37	39	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_34_part_2.png	14	41756381	106200525
34	3	Lower_Left	CGP_donor_1353434	4:60055635−137193613	9, 9	42	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_34_part_3.png	4	60055635	137193613
34	4	Lower_Right	CGP_donor_1364028	2:143479926−239003903	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_34_part_4.png	2	143479926	239003903
35	1	Upper_Left	CGP_donor_1364028	3:11137338−196396672	9, 22	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_35_part_1.png	3	11137338	196396672
35	2	Upper_Right	CGP_donor_1364028	14:84761805−88311296	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_35_part_2.png	14	84761805	88311296
35	3	Lower_Left	CGP_donor_1364028	20:13487327−62399711	9, 10	59	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_35_part_3.png	20	13487327	62399711
35	4	Lower_Right	CGP_donor_1364033	6:57399664−170784376	7, 14	94	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_35_part_4.png	6	57399664	170784376
36	1	Upper_Left	CGP_donor_1364033	13:69277093−114427555	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_36_part_1.png	13	69277093	114427555
36	2	Upper_Right	CGP_donor_1374616	3:149533512−196009872	11, 39	39	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_36_part_2.png	3	149533512	196009872
36	3	Lower_Left	CGP_donor_1374616	8:41958285−66532612	19, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_36_part_3.png	8	41958285	66532612
36	4	Lower_Right	CGP_donor_1374616	X:3867520−67168967	10, 10	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_36_part_4.png	X	3867520	67168967
37	1	Upper_Left	CGP_donor_1374617	1:112053543−248836624	10, 22	44	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_37_part_1.png	1	112053543	248836624
37	2	Upper_Right	CGP_donor_1374617	8:809654−92053762	11, 23	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_37_part_2.png	8	809654	92053762
37	3	Lower_Left	CGP_donor_1374618	11:26862299−100822979	36, 39	39	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_37_part_3.png	11	26862299	100822979
37	4	Lower_Right	CGP_donor_1374618	14:28112043−76435431	8, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_37_part_4.png	14	28112043	76435431
38	1	Upper_Left	CGP_donor_1397088	5:56141249−179216352	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_38_part_1.png	5	56141249	179216352
38	2	Upper_Right	CGP_donor_1397260	3:4365807−88334064	11, 14	56	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_38_part_2.png	3	4365807	88334064
38	3	Lower_Left	CGP_donor_1397282	3:763757−27175998	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_38_part_3.png	3	763757	27175998
38	4	Lower_Right	CGP_donor_1397282	17:6803218−63783380	8, 14	48	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_38_part_4.png	17	6803218	63783380
39	1	Upper_Left	CGP_donor_1475202	1:80341830−241765599	14, 18	27	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_39_part_1.png	1	80341830	241765599
39	2	Upper_Right	CGP_donor_1475202	3:4105086−194006757	7, 21	48	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_39_part_2.png	3	4105086	194006757
39	3	Lower_Left	CGP_donor_1475202	7:8316244−16409139	9, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_39_part_3.png	7	8316244	16409139
39	4	Lower_Right	CGP_donor_1503014	3:24341426−76090407	7, 7	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_39_part_4.png	3	24341426	76090407
40	1	Upper_Left	CGP_donor_1503014	14:37444009−62292108	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_40_part_1.png	14	37444009	62292108
40	2	Upper_Right	CGP_donor_1503014	20:7490391−60291793	8, 8	31	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_40_part_2.png	20	7490391	60291793
40	3	Lower_Left	CGP_donor_1503016	6:70321603−92182155	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_40_part_3.png	6	70321603	92182155
40	4	Lower_Right	CGP_donor_1503020	7:23638008−149260298	13, 17	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_40_part_4.png	7	23638008	149260298
41	1	Upper_Left	CGP_donor_1503150	4:31802737−183234503	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_41_part_1.png	4	31802737	183234503
41	2	Upper_Right	CGP_donor_1503150	13:57920742−114632856	11, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_41_part_2.png	13	57920742	114632856
41	3	Lower_Left	CGP_donor_1503150	19:6471749−14092495	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_41_part_3.png	19	6471749	14092495
41	4	Lower_Right	CGP_donor_1503156	15:23149223−92319473	14, 16	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_41_part_4.png	15	23149223	92319473
42	1	Upper_Left	CGP_donor_1187030	5:81925457−135300603	7, 20	63	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_42_part_1.png	5	81925457	135300603
42	2	Upper_Right	CGP_donor_1187031	7:99895066−127463712	13, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_42_part_2.png	7	99895066	127463712
42	3	Lower_Left	CGP_donor_1187033	9:17517806−130978055	13, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_42_part_3.png	9	17517806	130978055
42	4	Lower_Right	CGP_donor_1187033	21:18531210−42344561	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_42_part_4.png	21	18531210	42344561
43	1	Upper_Left	CGP_donor_1199104	X:30692107−137148702	7, 12	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_43_part_1.png	X	30692107	137148702
43	2	Upper_Right	CGP_donor_1199129	6:124809960−139777060	9, 10	80	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_43_part_2.png	6	124809960	139777060
43	3	Lower_Left	CGP_donor_1199137	8:53301916−73691310	15, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_43_part_3.png	8	53301916	73691310
43	4	Lower_Right	CGP_donor_1199138	3:44425923−90280177	14, 17	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_43_part_4.png	3	44425923	90280177
44	1	Upper_Left	CGP_donor_1230728	16:2388599−19726671	8, 11	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_44_part_1.png	16	2388599	19726671
44	2	Upper_Right	CGP_donor_1230728	17:37232274−80621815	8, 8	116	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_44_part_2.png	17	37232274	80621815
44	3	Lower_Left	CGP_donor_1230729	X:108395802−120251740	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_44_part_3.png	X	108395802	120251740
44	4	Lower_Right	CGP_donor_1230778	6:5750165−170904138	12, 13	54	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_44_part_4.png	6	5750165	170904138
45	1	Upper_Left	CGP_donor_1337235	11:17489408−47547069	8, 20	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_45_part_1.png	11	17489408	47547069
45	2	Upper_Right	CGP_donor_1347739	3:103694800−184410665	8, 8	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_45_part_2.png	3	103694800	184410665
45	3	Lower_Left	CGP_donor_1353431	11:65669076−121347315	34, 40	59	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_45_part_3.png	11	65669076	121347315
45	4	Lower_Right	CGP_donor_1353431	15:30027396−46766066	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_45_part_4.png	15	30027396	46766066
46	1	Upper_Left	CGP_donor_1363969	21:10785441−47214482	12, 18	36	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_46_part_1.png	21	10785441	47214482
46	2	Upper_Right	CGP_donor_1410205	8:28416833−125849825	7, 7	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_46_part_2.png	8	28416833	125849825
46	3	Lower_Left	CGP_donor_1472395	10:38453757−89733903	15, 17	27	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_46_part_3.png	10	38453757	89733903
46	4	Lower_Right	CGP_donor_1606179	6:947294−169801583	14, 19	224	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_46_part_4.png	6	947294	169801583
47	1	Upper_Left	CGP_donor_1654385	21:10701912−45821258	7, 7	112	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_47_part_1.png	21	10701912	45821258
47	2	Upper_Right	CGP_donor_1701345	12:52240971−107248205	8, 12	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_47_part_2.png	12	52240971	107248205
47	3	Lower_Left	CGP_donor_1701345	17:424593−20104085	11, 25	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_47_part_3.png	17	424593	20104085
47	4	Lower_Right	05506f4c-e701-4a9d-ae06-97f066aade43	1:37390229−190370478	12, 23	35	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_47_part_4.png	1	37390229	190370478
48	1	Upper_Left	084c6aec-94f7-4090-8f3f-59fa9e89721a	3:36209435−190323857	37, 37	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_48_part_1.png	3	36209435	190323857
48	2	Upper_Right	084c6aec-94f7-4090-8f3f-59fa9e89721a	7:6161338−57778540	9, 13	42	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_48_part_2.png	7	6161338	57778540
48	3	Lower_Left	084c6aec-94f7-4090-8f3f-59fa9e89721a	8:33053387−75087727	9, 9	36	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_48_part_3.png	8	33053387	75087727
48	4	Lower_Right	084c6aec-94f7-4090-8f3f-59fa9e89721a	12:22079238−133021689	13, 28	28	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_48_part_4.png	12	22079238	133021689
49	1	Upper_Left	0bc5744c-5fa3-45bb-87d0-70a02068b392	12:6603538−25009802	9, 13	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_49_part_1.png	12	6603538	25009802
49	2	Upper_Right	0bc5744c-5fa3-45bb-87d0-70a02068b392	X:15557457−38830595	8, 18	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_49_part_2.png	X	15557457	38830595
49	3	Lower_Left	0dca98b0-f43e-45b6-9a02-00092c78678c	X:96927939−148453406	23, 37	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_49_part_3.png	X	96927939	148453406
49	4	Lower_Right	1174f6e4-ffbe-4e59-a000-8d861c968369	20:2418957−62264410	10, 12	51	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_49_part_4.png	20	2418957	62264410
50	1	Upper_Left	17c1d42c-cb84-4655-a4cd-b54bae17ecaf	8:2456699−67762073	12, 22	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_50_part_1.png	8	2456699	67762073
50	2	Upper_Right	1d27253f-b036-44e7-a04d-8da5bbf57419	1:214161940−231274267	11, 13	62	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_50_part_2.png	1	214161940	231274267
50	3	Lower_Left	1d27253f-b036-44e7-a04d-8da5bbf57419	6:124419945−169580563	9, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_50_part_3.png	6	124419945	169580563
50	4	Lower_Right	233b02f3-c4f0-4a67-9db5-e68d5cdaccb6	3:49458810−79003885	7, 13	48	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_50_part_4.png	3	49458810	79003885
51	1	Upper_Left	233b02f3-c4f0-4a67-9db5-e68d5cdaccb6	6:12923765−104967173	7, 12	62	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_51_part_1.png	6	12923765	104967173
51	2	Upper_Right	233b02f3-c4f0-4a67-9db5-e68d5cdaccb6	17:29900854−72983271	12, 18	77	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_51_part_2.png	17	29900854	72983271
51	3	Lower_Left	2a84997d-ccee-4f46-bea2-752534f26416	1:153229764−225437151	9, 12	49	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_51_part_3.png	1	153229764	225437151
51	4	Lower_Right	2a84997d-ccee-4f46-bea2-752534f26416	9:38002140−140385138	21, 29	73	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_51_part_4.png	9	38002140	140385138
52	1	Upper_Left	2a84997d-ccee-4f46-bea2-752534f26416	12:677748−48135242	7, 11	161	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_52_part_1.png	12	677748	48135242
52	2	Upper_Right	2a84997d-ccee-4f46-bea2-752534f26416	14:56204105−67427196	8, 19	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_52_part_2.png	14	56204105	67427196
52	3	Lower_Left	324bcba2-f6a4-45a6-807c-215bdffcca21	1:150164066−242610593	7, 7	61	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_52_part_3.png	1	150164066	242610593
52	4	Lower_Right	324bcba2-f6a4-45a6-807c-215bdffcca21	12:27880056−131551013	8, 33	48	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_52_part_4.png	12	27880056	131551013
53	1	Upper_Left	359f12f9-5c41-48a4-85bc-fd7e307bf7d8	1:150066880−242290225	7, 7	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_53_part_1.png	1	150066880	242290225
53	2	Upper_Right	3fc3755d-a3f8-4e2c-813f-ff124f2a75c1	17:5222718−62920805	7, 13	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_53_part_2.png	17	5222718	62920805
53	3	Lower_Left	44bec761-b603-49c0-8634-f6bfe0319bb1	3:79667212−191335908	8, 8	189	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_53_part_3.png	3	79667212	191335908
53	4	Lower_Right	44bec761-b603-49c0-8634-f6bfe0319bb1	8:13658370−76896511	7, 13	54	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_53_part_4.png	8	13658370	76896511
54	1	Upper_Left	53886143-c1c6-40e9-88e6-e4e5e0271fc8	6:6520338−168564355	20, 27	78	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_54_part_1.png	6	6520338	168564355
54	2	Upper_Right	5580b21a-2cdb-4777-ad79-6e06654144f5	8:47141968−146282239	17, 54	129	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_54_part_2.png	8	47141968	146282239
54	3	Lower_Left	566792ae-f853-4a47-856d-f02cdcfcb18a	10:109264246−123915303	8, 14	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_54_part_3.png	10	109264246	123915303
54	4	Lower_Right	566792ae-f853-4a47-856d-f02cdcfcb18a	22:22420637−33518317	8, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_54_part_4.png	22	22420637	33518317
55	1	Upper_Left	5dd423e8-feaa-4568-a750-500948c41d6c	X:133728817−149525449	10, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_55_part_1.png	X	133728817	149525449
55	2	Upper_Right	5fd9552a-c742-4388-940d-295d1107ae00	6:27642577−84092516	17, 19	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_55_part_2.png	6	27642577	84092516
55	3	Lower_Left	65cac997-4d39-4501-85ec-4fcb328a8eb5	3:39702805−190330615	7, 10	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_55_part_3.png	3	39702805	190330615
55	4	Lower_Right	6fa2a667-9c36-4526-8a58-1975e863a806	19:7866667−39524085	11, 14	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_55_part_4.png	19	7866667	39524085
56	1	Upper_Left	733a2a0f-b37a-4b81-b49e-3c0f30d1eb37	1:145117775−243098983	10, 10	57	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_56_part_1.png	1	145117775	243098983
56	2	Upper_Right	733a2a0f-b37a-4b81-b49e-3c0f30d1eb37	8:31896789−139505359	36, 36	58	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_56_part_2.png	8	31896789	139505359
56	3	Lower_Left	784de7ac-8424-42eb-83d4-a1bebaa42b97	17:25428583−38145015	7, 7	48	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_56_part_3.png	17	25428583	38145015
56	4	Lower_Right	8bd68696-5eeb-46d7-9dc6-c39c849029a4	6:43335892−113274184	11, 11	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_56_part_4.png	6	43335892	113274184
57	1	Upper_Left	8cf54607-01ce-42b0-9bd9-8627edd9f3b7	12:2943203−96943878	9, 10	88	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_57_part_1.png	12	2943203	96943878
57	2	Upper_Right	8cf54607-01ce-42b0-9bd9-8627edd9f3b7	20:11131846−59577547	9, 11	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_57_part_2.png	20	11131846	59577547
57	3	Lower_Left	9435447e-d65f-408b-863b-6576b1d652dd	10:87322920−113509134	7, 21	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_57_part_3.png	10	87322920	113509134
